,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,Month-Year,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,YEAR,MONTH
2532,10397,32,80.55,5,"$2,577.60",2005-03-28,Shipped,1,3-2005,Ships,$86.00,S700_1938,Alpha Cognac,61776555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small,2005,3
2533,10414,34,100.0,13,"$3,533.62",2005-05-06,On Hold,2,5-2005,Ships,$86.00,S700_1938,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium,2005,5
2534,10106,30,100.0,16,"$3,177.30",2003-02-17,Shipped,1,2-2003,Ships,$90.00,S700_2047,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2
2535,10119,29,94.14,7,"$2,730.06",2003-04-28,Shipped,2,4-2003,Ships,$90.00,S700_2047,Salzburg Collectables,65629555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,2003,4
2536,10131,22,85.99,8,"$1,891.78",2003-06-16,Shipped,2,6-2003,Ships,$90.00,S700_2047,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Small,2003,6
2537,10143,26,100.0,11,"$2,612.48",2003-08-10,Shipped,3,8-2003,Ships,$90.00,S700_2047,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small,2003,8
2538,10155,32,91.43,9,"$2,925.76",2003-10-06,Shipped,4,10-2003,Ships,$90.00,S700_2047,"Toys of Finland, Co.",902248555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,2003,10
2539,10167,29,100.0,5,"$2,940.02",2003-10-23,Cancelled,4,10-2003,Ships,$90.00,S700_2047,Scandinavian Gift Ideas,0695346555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,2003,10
2540,10178,34,96.86,8,"$3,293.24",2003-11-08,Shipped,4,11-2003,Ships,$90.00,S700_2047,Alpha Cognac,61776555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,2003,11
2541,10186,24,99.57,5,"$2,389.68",2003-11-14,Shipped,4,11-2003,Ships,$90.00,S700_2047,"Double Decker Gift Stores, Ltd",1715557555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Small,2003,11
2542,10197,24,90.52,2,"$2,172.48",2003-11-26,Shipped,4,11-2003,Ships,$90.00,S700_2047,Enaco Distributors,932034555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small,2003,11
2543,10209,33,88.71,4,"$2,927.43",2004-01-09,Shipped,1,1-2004,Ships,$90.00,S700_2047,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael,Small,2004,1
2544,10222,26,100.0,8,"$2,659.54",2004-02-19,Shipped,1,2-2004,Ships,$90.00,S700_2047,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Small,2004,2
2545,10249,40,95.95,4,"$3,838.00",2004-05-08,Shipped,2,5-2004,Ships,$90.00,S700_2047,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,,Tseng,Kyung,Medium,2004,5
2546,10262,44,94.14,13,"$4,142.16",2004-06-24,Cancelled,2,6-2004,Ships,$90.00,S700_2047,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2004,6
2547,10274,24,90.52,5,"$2,172.48",2004-07-21,Shipped,3,7-2004,Ships,$90.00,S700_2047,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Small,2004,7
2548,10283,20,94.14,2,"$1,882.80",2004-08-20,Shipped,3,8-2004,Ships,$90.00,S700_2047,"Royal Canadian Collectables, Ltd.",6045554555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small,2004,8
2549,10296,34,100.0,11,"$3,477.86",2004-09-15,Shipped,3,9-2004,Ships,$90.00,S700_2047,"Bavarian Collectables Imports, Co.",00498961089555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Medium,2004,9
2550,10307,34,97.76,5,"$3,323.84",2004-10-14,Shipped,4,10-2004,Ships,$90.00,S700_2047,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Medium,2004,10
2551,10316,45,93.24,13,"$4,195.80",2004-11-01,Shipped,4,11-2004,Ships,$90.00,S700_2047,giftsbymail.co.uk,1985558888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,2004,11
2552,10328,41,100.0,9,"$4,156.58",2004-11-12,Shipped,4,11-2004,Ships,$90.00,S700_2047,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2004,11
2553,10339,55,71.25,15,"$3,918.75",2004-11-23,Shipped,4,11-2004,Ships,$90.00,S700_2047,"Tokyo Collectables, Ltd",0081335840555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,2004,11
2554,10352,23,100.0,3,"$2,352.67",2004-12-03,Shipped,4,12-2004,Ships,$90.00,S700_2047,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie,Small,2004,12
2555,10361,24,45.39,14,"$1,089.36",2004-12-17,Shipped,4,12-2004,Ships,$90.00,S700_2047,Souveniers And Things Co.,0061294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,2004,12
2556,10373,32,84.41,15,"$2,701.12",2005-01-31,Shipped,1,1-2005,Ships,$90.00,S700_2047,"Oulu Toy Supplies, Inc.",981443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,2005,1
2557,10386,29,85.76,13,"$2,487.04",2005-03-01,Resolved,1,3-2005,Ships,$90.00,S700_2047,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2005,3
2558,10398,36,100.0,7,"$3,910.32",2005-03-30,Shipped,1,3-2005,Ships,$90.00,S700_2047,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,2005,3
2559,10400,46,87.8,5,"$4,038.80",2005-04-01,Shipped,2,4-2005,Ships,$90.00,S700_2047,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium,2005,4
2560,10415,32,95.95,4,"$3,070.40",2005-05-09,Disputed,2,5-2005,Ships,$90.00,S700_2047,"Australian Collectables, Ltd",61938446555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,2005,5
2561,10106,34,100.0,9,"$3,763.46",2003-02-17,Shipped,1,2-2003,Planes,$99.00,S700_2466,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2
2562,10120,24,100.0,15,"$2,584.80",2003-04-29,Shipped,2,4-2003,Planes,$99.00,S700_2466,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2003,4
2563,10131,40,100.0,1,"$4,427.60",2003-06-16,Shipped,2,6-2003,Planes,$99.00,S700_2466,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Medium,2003,6
2564,10143,26,82.77,4,"$2,152.02",2003-08-10,Shipped,3,8-2003,Planes,$99.00,S700_2466,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small,2003,8
2565,10155,20,100.0,2,"$2,353.40",2003-10-06,Shipped,4,10-2003,Planes,$99.00,S700_2466,"Toys of Finland, Co.",902248555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small,2003,10
2566,10168,31,100.0,16,"$3,431.39",2003-10-28,Shipped,4,10-2003,Planes,$99.00,S700_2466,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,2003,10
2567,10178,22,87.75,1,"$1,930.50",2003-11-08,Shipped,4,11-2003,Planes,$99.00,S700_2466,Alpha Cognac,61776555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small,2003,11
2568,10198,42,100.0,1,"$4,774.56",2003-11-27,Shipped,4,11-2003,Planes,$99.00,S700_2466,Cruz & Sons Co.,006325553587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,2003,11
2569,10210,26,99.72,14,"$2,592.72",2004-01-12,Shipped,1,1-2004,Planes,$99.00,S700_2466,Osaka Souveniers Co.,00810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,2004,1
2570,10222,37,87.75,1,"$3,246.75",2004-02-19,Shipped,1,2-2004,Planes,$99.00,S700_2466,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Medium,2004,2
2571,10235,38,88.75,10,"$3,372.50",2004-04-02,Shipped,2,4-2004,Planes,$99.00,S700_2466,"Royal Canadian Collectables, Ltd.",6045554555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Medium,2004,4
2572,10250,35,100.0,11,"$3,909.15",2004-05-11,Shipped,2,5-2004,Planes,$99.00,S700_2466,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Medium,2004,5
2573,10262,33,90.75,6,"$2,994.75",2004-06-24,Cancelled,2,6-2004,Planes,$99.00,S700_2466,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,6
2574,10275,39,100.0,16,"$4,472.52",2004-07-23,Shipped,3,7-2004,Planes,$99.00,S700_2466,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,2004,7
2575,10284,45,100.0,8,"$4,576.95",2004-08-21,Shipped,3,8-2004,Planes,$99.00,S700_2466,"Norway Gifts By Mail, Co.",004722121555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,2004,8
2576,10296,24,100.0,4,"$2,441.04",2004-09-15,Shipped,3,9-2004,Planes,$99.00,S700_2466,"Bavarian Collectables Imports, Co.",00498961089555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Small,2004,9
2577,10308,35,88.75,14,"$3,106.25",2004-10-15,Shipped,4,10-2004,Planes,$99.00,S700_2466,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Medium,2004,10
2578,10316,23,100.0,6,"$2,706.41",2004-11-01,Shipped,4,11-2004,Planes,$99.00,S700_2466,giftsbymail.co.uk,1985558888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,2004,11
2579,10328,37,100.0,10,"$4,021.53",2004-11-12,Shipped,4,11-2004,Planes,$99.00,S700_2466,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2004,11
2580,10340,55,87.75,7,"$4,826.25",2004-11-24,Shipped,4,11-2004,Planes,$99.00,S700_2466,Enaco Distributors,932034555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,2004,11
2581,10352,49,100.0,2,"$4,935.28",2004-12-03,Shipped,4,12-2004,Planes,$99.00,S700_2466,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie,Medium,2004,12
2582,10361,26,100.0,9,"$2,754.70",2004-12-17,Shipped,4,12-2004,Planes,$99.00,S700_2466,Souveniers And Things Co.,0061294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,2004,12
2583,10375,33,100.0,1,"$3,856.71",2005-02-03,Shipped,1,2-2005,Planes,$99.00,S700_2466,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,2005,2
2584,10386,37,83.84,14,"$3,102.08",2005-03-01,Resolved,1,3-2005,Planes,$99.00,S700_2466,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,3
2585,10398,22,86.76,8,"$1,908.72",2005-03-30,Shipped,1,3-2005,Planes,$99.00,S700_2466,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,2005,3
2586,10401,85,88.75,10,"$7,543.75",2005-04-03,On Hold,2,4-2005,Planes,$99.00,S700_2466,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Large,2005,4
2587,10416,22,100.0,11,"$2,457.18",2005-05-10,Shipped,2,5-2005,Planes,$99.00,S700_2466,L'ordine Souveniers,0522556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,2005,5
2588,10105,31,65.77,3,"$2,038.87",2003-02-11,Shipped,1,2-2003,Ships,$72.00,S700_2610,Danish Wholesale Imports,31123555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,2003,2
2589,10119,38,65.77,12,"$2,499.26",2003-04-28,Shipped,2,4-2003,Ships,$72.00,S700_2610,Salzburg Collectables,65629555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,2003,4
2590,10129,45,85.29,3,"$3,838.05",2003-06-12,Shipped,2,6-2003,Ships,$72.00,S700_2610,"Stylish Desk Decors, Co.",1715550297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,2003,6
2591,10143,31,85.29,16,"$2,643.99",2003-08-10,Shipped,3,8-2003,Ships,$72.00,S700_2610,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small,2003,8
2592,10154,36,64.33,1,"$2,315.88",2003-10-02,Shipped,4,10-2003,Ships,$72.00,S700_2610,Boards & Toys Co.,3105552373,4097 Douglas Av.,,Glendale,CA,92561,USA,,Young,Leslie,Small,2003,10
2593,10167,46,70.11,10,"$3,225.06",2003-10-23,Cancelled,4,10-2003,Ships,$72.00,S700_2610,Scandinavian Gift Ideas,0695346555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,2003,10
2594,10177,32,76.62,1,"$2,451.84",2003-11-07,Shipped,4,11-2003,Ships,$72.00,S700_2610,CAF Imports,0034913728555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Small,2003,11
2595,10185,39,57.82,1,"$2,254.98",2003-11-14,Shipped,4,11-2003,Ships,$72.00,S700_2610,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Small,2003,11
2596,10197,50,78.79,7,"$3,939.50",2003-11-26,Shipped,4,11-2003,Ships,$72.00,S700_2610,Enaco Distributors,932034555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,2003,11
2597,10208,46,74.45,1,"$3,424.70",2004-01-02,Shipped,1,1-2004,Ships,$72.00,S700_2610,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,2004,1
2598,10222,36,80.95,13,"$2,914.20",2004-02-19,Shipped,1,2-2004,Ships,$72.00,S700_2610,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Small,2004,2
2599,10233,29,82.4,1,"$2,389.60",2004-03-29,Shipped,1,3-2004,Ships,$72.00,S700_2610,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Small,2004,3
2600,10248,32,75.89,4,"$2,428.48",2004-05-07,Cancelled,2,5-2004,Ships,$72.00,S700_2610,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,2004,5
2601,10261,44,68.67,2,"$3,021.48",2004-06-17,Shipped,2,6-2004,Ships,$72.00,S700_2610,Quebec Home Shopping Network,5145558054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium,2004,6
2602,10273,42,62.16,5,"$2,610.72",2004-07-21,Shipped,3,7-2004,Ships,$72.00,S700_2610,Petit Auto,02555467,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,2004,7
2603,10283,47,65.77,7,"$3,091.19",2004-08-20,Shipped,3,8-2004,Ships,$72.00,S700_2610,"Royal Canadian Collectables, Ltd.",6045554555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Medium,2004,8
2604,10295,44,58.55,2,"$2,576.20",2004-09-10,Shipped,3,9-2004,Ships,$72.00,S700_2610,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Small,2004,9
2605,10306,43,75.17,1,"$3,232.31",2004-10-14,Shipped,4,10-2004,Ships,$72.00,S700_2610,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2004,10
2606,10316,48,74.45,18,"$3,573.60",2004-11-01,Shipped,4,11-2004,Ships,$72.00,S700_2610,giftsbymail.co.uk,1985558888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,2004,11
2607,10327,21,96.31,1,"$2,022.51",2004-11-10,Resolved,4,11-2004,Ships,$72.00,S700_2610,Danish Wholesale Imports,31123555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,2004,11
2608,10339,50,74.35,9,"$3,717.50",2004-11-23,Shipped,4,11-2004,Ships,$72.00,S700_2610,"Tokyo Collectables, Ltd",0081335840555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,2004,11
2609,10350,29,75.35,12,"$2,185.15",2004-12-02,Shipped,4,12-2004,Ships,$72.00,S700_2610,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,12
2610,10373,41,70.33,16,"$2,883.53",2005-01-31,Shipped,1,1-2005,Ships,$72.00,S700_2610,"Oulu Toy Supplies, Inc.",981443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,2005,1
2611,10386,37,100.0,10,"$5,017.57",2005-03-01,Resolved,1,3-2005,Ships,$72.00,S700_2610,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,3
2612,10397,22,66.5,4,"$1,463.00",2005-03-28,Shipped,1,3-2005,Ships,$72.00,S700_2610,Alpha Cognac,61776555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Small,2005,3
2613,10414,31,75.89,4,"$2,352.59",2005-05-06,On Hold,2,5-2005,Ships,$72.00,S700_2610,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Small,2005,5
2614,10103,42,100.0,6,"$4,460.82",2003-01-29,Shipped,1,1-2003,Classic Cars,$101.00,S700_2824,Baane Mini Imports,07989555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2003,1
2615,10114,42,100.0,10,"$4,758.18",2003-04-01,Shipped,2,4-2003,Classic Cars,$101.00,S700_2824,"La Corne D'abondance, Co.",142342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,2003,4
2616,10126,45,100.0,6,"$4,597.20",2003-05-28,Shipped,2,5-2003,Classic Cars,$101.00,S700_2824,"Corrida Auto Replicas, Ltd",915552282,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,2003,5
2617,10140,36,100.0,6,"$4,114.80",2003-07-24,Shipped,3,7-2003,Classic Cars,$101.00,S700_2824,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Medium,2003,7
2618,10150,20,100.0,3,"$2,104.00",2003-09-19,Shipped,3,9-2003,Classic Cars,$101.00,S700_2824,"Dragon Souveniers, Ltd.",00652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,2003,9
2619,10164,39,81.93,4,"$3,195.27",2003-10-21,Resolved,4,10-2003,Classic Cars,$101.00,S700_2824,Mini Auto Werke,76753555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,2003,10
2620,10175,42,85.98,11,"$3,611.16",2003-11-06,Shipped,4,11-2003,Classic Cars,$101.00,S700_2824,"Stylish Desk Decors, Co.",1715550297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,2003,11
2621,10183,23,86.99,3,"$2,000.77",2003-11-13,Shipped,4,11-2003,Classic Cars,$101.00,S700_2824,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,Small,2003,11
2622,10194,26,89.01,6,"$2,314.26",2003-11-25,Shipped,4,11-2003,Classic Cars,$101.00,S700_2824,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,2003,11
2623,10206,33,100.0,1,"$3,871.89",2003-12-05,Shipped,4,12-2003,Classic Cars,$101.00,S700_2824,Canadian Gift Exchange Network,6045553392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Medium,2003,12
2624,10217,31,88.0,6,"$2,728.00",2004-02-04,Shipped,1,2-2004,Classic Cars,$101.00,S700_2824,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2004,2
2625,10229,50,100.0,11,"$5,614.00",2004-03-11,Shipped,1,3-2004,Classic Cars,$101.00,S700_2824,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2004,3
2626,10245,44,100.0,4,"$4,628.80",2004-05-04,Shipped,2,5-2004,Classic Cars,$101.00,S700_2824,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Medium,2004,5
2627,10258,45,80.92,1,"$3,641.40",2004-06-15,Shipped,2,6-2004,Classic Cars,$101.00,S700_2824,"Tokyo Collectables, Ltd",0081335840555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,2004,6
2628,10270,46,88.0,4,"$4,048.00",2004-07-19,Shipped,3,7-2004,Classic Cars,$101.00,S700_2824,Souveniers And Things Co.,0061294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,2004,7
2629,10281,27,85.98,11,"$2,321.46",2004-08-19,Shipped,3,8-2004,Classic Cars,$101.00,S700_2824,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Small,2004,8
2630,10291,28,100.0,6,"$3,256.96",2004-09-08,Shipped,3,9-2004,Classic Cars,$101.00,S700_2824,Scandinavian Gift Ideas,0695346555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,2004,9
2631,10304,40,100.0,1,"$4,208.00",2004-10-11,Shipped,4,10-2004,Classic Cars,$101.00,S700_2824,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium,2004,10
2632,10313,30,99.13,9,"$2,973.90",2004-10-22,Shipped,4,10-2004,Classic Cars,$101.00,S700_2824,Canadian Gift Exchange Network,6045553392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Small,2004,10
2633,10324,34,100.0,5,"$4,248.30",2004-11-05,Shipped,4,11-2004,Classic Cars,$101.00,S700_2824,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Medium,2004,11
2634,10336,46,100.0,2,"$9,558.80",2004-11-20,Shipped,4,11-2004,Classic Cars,$101.00,S700_2824,"La Corne D'abondance, Co.",142342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Large,2004,11
2635,10348,32,82.83,7,"$2,650.56",2004-11-01,Shipped,4,11-2004,Classic Cars,$101.00,S700_2824,"Corrida Auto Replicas, Ltd",915552282,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,2004,11
2636,10358,27,100.0,3,"$3,761.37",2004-12-10,Shipped,4,12-2004,Classic Cars,$101.00,S700_2824,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2004,12
2637,10371,34,100.0,3,"$4,301.34",2005-01-23,Shipped,1,1-2005,Classic Cars,$101.00,S700_2824,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2005,1
2638,10382,34,54.84,9,"$1,864.56",2005-02-17,Shipped,1,2-2005,Classic Cars,$101.00,S700_2824,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2005,2
2639,10411,34,100.0,4,"$3,576.80",2005-05-01,Shipped,2,5-2005,Classic Cars,$101.00,S700_2824,Quebec Home Shopping Network,5145558054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,,Fresnisre,Jean,Medium,2005,5
2640,10424,46,80.92,1,"$3,722.32",2005-05-31,In Process,2,5-2005,Classic Cars,$101.00,S700_2824,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,5
2641,10106,32,100.0,1,"$3,986.56",2003-02-17,Shipped,1,2-2003,Planes,$118.00,S700_2834,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2
